,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
786,AFP,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/4pIm8k2HLC,France,610,1978284,253707,12,"#UPDATE The #UN Security Council gave unanimous approval to a resolution calling for improved access to #COVID19Vaccine in conflict-hit or impoverished countries
https://t.co/DL1syGQRiG","['UPDATE', 'UN', 'COVID19Vaccine']",2021-02-26 17:40:00
787,ZeeNewsEnglish,"https://t.co/L9XS391Ajy brings latest news with 360 degree coverage across all the genres including sports, entertainment, what's trending and more!",India,48,5373136,366680,7,".@BharatBiotech to supply 20 million doses of its #COVID19Vaccine '#Covaxin' to #Brazil.

https://t.co/myaXPIRcXt","['COVID19Vaccine', 'Covaxin', 'Brazil']",2021-02-26 17:40:00
788,CharlotteWatts6,"Project Manager, Testing Immunisations & Risk Assessments Team - Vaccination Centres, Hospital hubs and associated projects","Didcot, England",94,56,208,0,"Such a motivating week at work with exciting things happening, progress being made &amp; so many fabulous people to work alongside. Happy Friday everyone ! #NHSheroes #BetterTogether #COVID19Vaccine #learningtogether","['NHSheroes', 'BetterTogether', 'COVID19Vaccine', 'learningtogether']",2021-02-26 17:39:46
789,BazeeraFathima,"Diet/Counsellor/Admin- MV Diabetes Centre/Signature Events/
Member-   Indian Dietetic Association
V - Force Volunteer- UNV India","India, UAE",53,65,4169,0,"Disabled people are still being backlashed in some countries, when it comes to vaccination drive. While I am still lucky to have testing cleared. Where. Right there in my country. #COVID19Vaccine",['COVID19Vaccine'],2021-02-26 17:39:43
790,JnthnMorse,"I have 3short stories on Kindle, inc 'Dragonfire' a young man meets a dragon, and 'Jekylled' where Dr Jekyll's potion is rediscovered, if not quite the original",,2969,824,127895,0,"@ChrisMasonBBC @EvanHD @BBCPM Is the targeting of age for #COVID19Vaccine jabs not ethnicity, when so many Asians r dying of it, proof that the #tories claim they r following the science is a lie &amp; in fact they r backing political advantage, appeasing racist or at least white voters.","['COVID19Vaccine', 'tories']",2021-02-26 17:39:31
791,MarkLeRoy16,Ambivalent realist,,160,7,145,0,@NBCNews Other countries are much more aware of the insanity of this. We’re being told to get a vaccine that was developed in record time to protect us against a virus where 99.6% of infected people have mild or no symptoms. #COVID19Vaccine,['COVID19Vaccine'],2021-02-26 17:39:23
792,AndrewNoble16,#Community #Volunteer John's Partner & #Carer Loves Life! #Zumba! #Spinning #Professional #AquaticFitness #Instructor #999Family #BodyPump! #LetsDoThis! #GymBud,Lytham St Annes  ,2491,2610,86698,1,Yo I is booked 8th March &amp; 28th May #COVID19Vaccine as John's #carer truly humbled Let's get #Jabbing! @GrahamLiver @Leanne_Bayes @BBCLancashire I will be requesting a toot on your organ 😉 @SharonHartley_ #NHS aren't they just wonderful 👍 #Carer for John I love him ♥️😉 https://t.co/3bJAdC5ZVG,"['COVID19Vaccine', 'carer', 'Jabbing', 'NHS', 'Carer']",2021-02-26 17:39:18
793,RoxanaRhodesMD,We’re a concierge internal medicine practice I formed over 20 years ago to serve Central Austin.,Austin,302,129,1575,0,"Are you aware of our #Covid19Vaccine updates? 

Keep up with the latest COVID-19 #VaccineNews in #Texas right here! 
https://t.co/k8DnysY1LH https://t.co/HH9xAIx7KB","['Covid19Vaccine', 'VaccineNews', 'Texas']",2021-02-26 17:39:06
794,IDA_CRPD_Forum,"We are the International Disability Alliance, united for the rights & inclusion of all persons with disabilities #CRPDNow",global,881,11942,7267,5,"IDA Executive Director @VladimirCuk2 addressing @GLAD_Net members: ""In the COVID-19 response, the world was not inclusive of persons with disabilities. So, let's combine efforts to prioritise persons with disabilities in accessing vaccines.""
#COVID19Vaccine",['COVID19Vaccine'],2021-02-26 17:38:42
795,RyanCommaMatt,Founder: @CapWebSolutions | Maintain-Build #wordpress websites w/ #genesiswp | Another #coffee please. | Peeps: @caryan1001 @yatryan  @C_J_Ryan | @Phillies phan,"Sadsbury TWP, PA, USA",1167,651,4839,1,CapWebSolutions: Got my 1st #COVID19Vaccine today. a surreal experience waiting afterwards in large room w chairs spread out filled w people staring at wall - something out of a #scifi movie #PfizerVaccine #cchosp long time #WorkFromHome doesn't get out … https://t.co/t9jApixogj,"['COVID19Vaccine', 'scifi', 'PfizerVaccine', 'cchosp', 'WorkFromHome']",2021-02-26 17:38:30
796,ChaliceGarden,"""In a gentle way, you can shake the world."" –Gandhi #DisasterAssistTeam #FactsMatter #KindnessMatters *Author, artist, psychologist* This, too, shall pass...💚",Northern California,1921,1826,20589,0,"Remember this in 2022 and 2024, everyone. And consider what the alternative was. #COVID19 #COVID #COVID19Vaccine #fridaymorning https://t.co/2UE5WiTQuX","['COVID19', 'COVID', 'COVID19Vaccine', 'fridaymorning']",2021-02-26 17:37:58
797,Janney_h,Physiotherapy Support worker with NHS Fife. proud to be a covid vaccine guinea pig. Proud to work for the NHS. Proud to be a Geordie. love to travel.,"Fife, Scotland",514,318,7432,0,"@SarahMillican75 Washing on the line before work, shift done in the Covid Vaccine clinic, stepped out of the hospital into beautiful warm sunshine, home, washing in off the line (smells lovely),  cup of tea. #goodenoughday #COVID19Vaccine #NHS","['goodenoughday', 'COVID19Vaccine', 'NHS']",2021-02-26 17:37:52
798,twinkletinxx,,,148,22,234,1,I like professor Jonathan Van-Tam but every time I see him I think of Penfold from Mighty mouse! #COVID19Vaccine #COVID19 https://t.co/rZYJbBb4rQ,"['COVID19Vaccine', 'COVID19']",2021-02-26 17:37:47
799,thenglishpost,"The English Post brings you news from around the world. Contact us - contact@theenglishpost.com
Telegram - https://t.co/bNAka8MR7n",India,297,4782,74835,0,"Ahead of 3rd phase roll-out, India vaccinates 1.37 crore people 

#COVID19 #COVID19Vaccine 

https://t.co/eBruu9eVyT","['COVID19', 'COVID19Vaccine']",2021-02-26 17:37:37
800,segacs,"Travelaholic, chocoholic, owner and author of segacs's world i know, a blog about politics, the middle east, and occasionally hockey.",Montreal,186,183,6622,0,"#COVID19vaccine math update: #Quebec's 7-day rolling average is up to 10,737 doses per day. At this rate, it will take 3.5 years to vaccinate the entire population over 16.
To achieve the target date of the end of September, we need to average 63,000 doses per day starting TODAY.","['COVID19vaccine', 'Quebec']",2021-02-26 17:37:31
801,YallappaGulbar1,Proud Indian l Hyper Nationalist  I Social Activities I Hindu I #RSS  I Political Activist I ಮತ್ತು ಕನ್ನಡಿಗ  I,India,435,1308,11359,0,@NorbertElekes Brazil Signs Deal With Bharat Biotech To Procure 20 Million Doses of 🇮🇳 #COVID19Vaccine Covaxin,['COVID19Vaccine'],2021-02-26 17:37:19
802,iam_nosa,My lifestyle represent unity in diversity with love and kindness. Review 2019.,"Dubai, United Arab Emirates",175,169,4550,0,"Vaccine Update: Côte d’Ivoire becomes 2nd country in Africa to take delivery of COVID-19 vaccine through UN-backed COVAX program. 504,000 doses arrived today in Abidjan. Ghana received 600,000 doses 2 days ago. #vaccine #COVID19Vaccine","['vaccine', 'COVID19Vaccine']",2021-02-26 17:37:10
803,AnneBell,"GWU MPH in public health communications; work at US Pharmacopeia; PBS NewsHour & Duke alum; knit, weave, sew. Opinions mine alone. she/her","Reston, Virginia",1611,1545,11502,0,Sorry ... you're stuck with your own DNA (the vaccine is mRNA - fact is it won't affect it.) #TrustTheVaccine #COVID19 #COVID19Vaccine https://t.co/UhqRLFWZlB,"['TrustTheVaccine', 'COVID19', 'COVID19Vaccine']",2021-02-26 17:37:08
804,IsitAdy,"Knitter of mist for the NHS! Cyclist, Biker, sports fan and lucky family chap from Lincoln UK. #History geek and Apprentice Grumpy Old Man!","England, United Kingdom",886,184,4596,0,Been a good day. Been jabbed #oxfordastrazeneca #COVID19Vaccine,"['oxfordastrazeneca', 'COVID19Vaccine']",2021-02-26 17:36:54
805,LindaHasman,"Monroe County Legislator, District 23, Dem, medical librarian, MPH student, mother of two. Comments are my opinion and not endorsed by my employer. she/her/hers",,1241,382,1308,0,"‼️Attention City of Rochester Residents‼️

COVID-19 vaccine site at St. Paul Street and Avenue E has available appointments now.

Check …https://t.co/YSuFPzL8wj for eligibility questions and call 311 to schedule your appointment today. https://t.co/9b3Q88ImNw",[],2021-02-26 17:36:53
806,PilotDeborah,"Manager in #Aviation, PPL IR(r) Pilot✈️ #avgeek; unapologetic nerd, proponent of 6P’s, biscuit connoisseur 🍪 Creator of #GirlsWhoFly",In the air💙✈️ Co.Derry/Surrey,5191,6228,40789,2,"What an impressive result from ALL the people who have delivered the vaccine in U.K....from the amazing Scuentists behind development (I💙science 🧬🤓) to supply chains, NHS &amp; volunteers. BRING ON GROUP 10! 👊🏼Er, I mean 12. Def gp 12. I’m VERY young you see.... 😜 #COVID19Vaccine https://t.co/09kDSfM6DS",['COVID19Vaccine'],2021-02-26 17:36:41
807,Gutscheine_04,✂ Voucher Discount Codes & Deals ✂ Insurance ☯ Account & Credit ❖ Electricity & Gas ✆ DSL & Cell Phone ✈ Rental Cars ☯ Craftsman Price Comparison,Worldwide,3,85,1414,0,"@phillipmoriss22 State power is above human rights.
#HumanRights #plandemi #COVID19 #COVIDー19 #COVID19NL #COVID19france #COVID19Vaccine #vaccination #madness #vaccination_madness #conspiracyagainsthumanity","['HumanRights', 'plandemi', 'COVID19', 'COVIDー19', 'COVID19NL', 'COVID19france', 'COVID19Vaccine', 'vaccination', 'madness', 'vaccination_madness', 'conspiracyagainsthumanity']",2021-02-26 17:36:38
808,CapeProducer,"Community Connector, Visual Storyteller,Videographer/Photographer,Techno & official dog walker 4 the Hersey Hounds. Opinions are my own.","Cape Cod, MA",3624,2191,18390,1,"As an essential worker, one of my biggest fears is that I would bring #COVID19 home and hurt the one I love most in this world. Today, crying tears of joy and finally feel hopeful for our future. My guy got his first #COVID19Vaccine this morning! https://t.co/6URnJVpXKl","['COVID19', 'COVID19Vaccine']",2021-02-26 17:36:37
809,yazeedjamil,"Respiratory Medicine SpR. Father of two amazing boys. NHS is home. Love the UK, Jordan and Palestine are all home.","London, England",204,159,916,0,As usual amazing data analysis by @jburnmurdoch. Please if you get offered #COVID19Vaccine please take it. You will help the country to win this fight against #COVID19 https://t.co/GmYhhtXihb,"['COVID19Vaccine', 'COVID19']",2021-02-26 17:36:20
810,leslievosshall,"Mosquito bitten woman with tasty blood. Tweets my opinion. Absentee Tiger Mom #WomenInSTEM, #preprints","New York, NY USA",707,15279,31488,1,Moderna dose 2. Celebrating the incredible front-line health workers of this massive #COVID19Vaccine roll-out. This @nycHealthy East Harlem site delivers 450 doses each day https://t.co/PHabWObA9H,['COVID19Vaccine'],2021-02-26 17:35:41
811,kully_business,"Creative Director.

Do it for the love & let nature take its course.","England, United Kingdom",252,4,612,0,"@PoliticsForAlI Everyone deserves a pat on the back for the team effort.  #COVID19Vaccine  @BorisJohnson 
#NHS https://t.co/5RB0asfke2","['COVID19Vaccine', 'NHS']",2021-02-26 17:35:39
812,GrenfellNHS,The official Twitter account for Grenfell NHS news.,,160,288,348,1,"Al Mananaar hosted an online discussion in Arabic on the covid-19 vaccine earlier this month 🙏🏾. Our Fatima El Guenuni was one of the speakers. Full recording is online here: https://t.co/POrNXSeg5C Next talk on Wed 3 March, 6pm. See link for more info #COVID19Vaccine #COVID19","['COVID19Vaccine', 'COVID19']",2021-02-26 17:35:30
813,WomansHospital,"Woman's Hospital - Exceptional Care, Centered on You","Baton Rouge, Louisiana",408,2665,8936,0,"One of the many #myths that have been floating around about the #COVID19vaccine is that it impacts #fertility. Dr. Neil Chappell, Reproductive Endocrinologist with Fertility Answers, explains why this is untrue and why women of all ages should consider getting the vaccine. https://t.co/ufmttWlt16","['myths', 'COVID19vaccine', 'fertility']",2021-02-26 17:35:29
814,Giralamente,"mum of two, urban designer, PhD candidate @CUTransitions #complexity #uhi #systemthinking #urbandesign #melbourne","Melbourne, Victoria",790,207,2063,0,#COVID19Vaccine should be open. @emergency_ong request to the Italian  #Government:  #reithera #vaccine to be free globally — #Australia should do the same @OxfamAustralia #Equality #SDGs https://t.co/XfWbR1bDRB,"['COVID19Vaccine', 'Government', 'reithera', 'vaccine', 'Australia', 'Equality', 'SDGs']",2021-02-26 17:35:22
815,shaunbrooks80,Freelance photographer. Ex judoka \ Athlete and Liverpool fan. Any enquires please feel free to contact me.,Cambridge,864,294,2610,0,My arm after my #COVID19Vaccine booster 🤣#COVID19 https://t.co/JSUTmvYTeA,"['COVID19Vaccine', 'COVID19']",2021-02-26 17:35:14
816,RepGraceMeng,"Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.

For specific questions or concerns, please contact my office.",,690,40052,5773,6,"On Saturday, all #Queens residents eligible for a #COVID19 vaccine can make an appointment at the New York State-FEMA mass vaccination site at @YorkCollegeCUNY in Jamaica. Go to https://t.co/Km5HdZtVDa or call 1-833-697-4829 to make an appointment.","['Queens', 'COVID19']",2021-02-26 17:35:00
817,jojimojo,bit of a DC/Marvel geek. Love 00's so called Nu-Metal and American Punk Rock 🤘🤘🤘,"Manchester, UK ",237,37,5619,0,"Last minute phone call from my GP’s surgery asking if I would like a #COVID19Vaccine tomorrow morning...if I could have reached through the phone and snatched her hand off, I would have! 🤣",['COVID19Vaccine'],2021-02-26 17:34:53
818,ElmhurstHealth,"Elmhurst Hospital (Elmhurst, IL) provides state-of-the-art medical care and personalized attention. Magnet nurses, Planetree. #HealthyDriven FB: https://t.co/WjvXd3lXdI","Elmhurst, IL",1768,2368,5402,1,"Should #pregnant women get the #COVID19Vaccine? 🤔

Ask an expert - DR. KIMBERLEY DAREY, OB/GYN - The Hinsdalean https://t.co/UwIforaZsL

via @TheHinsdalean 

#HealthyDriven #covid19 #COVIDVaccination #pregnancy","['pregnant', 'COVID19Vaccine', 'HealthyDriven', 'covid19', 'COVIDVaccination', 'pregnancy']",2021-02-26 17:34:35
819,NoseySurgeon,"Day Job - RHINOLOGIST (no, not rhinos). Day and night Job - DAD to 2 amazing boys. Also, AVFC and sports fan. My views alone. RTs just that.","South East, UK",559,1361,17202,0,"Who knew that it was a requirement to post photos of your 2nd jab too? 🤯

#WontWorkOtherwise #COVID19Vaccine","['WontWorkOtherwise', 'COVID19Vaccine']",2021-02-26 17:34:34
820,MChaballout,"Homsi, Photographer, Car enthusiast, Piano fan, Medical Intern at Alfaisal University as a hobby","Homs, Syria",276,618,3719,1,"check our video on Corona Virus Vaccine 

#Corona #Virus #vaccine #vaccines #COVID19Vaccine #COVID19  #coronavirus  #تطعيم_كورونا  #كورونا 
@kawthar1995 ❤️

https://t.co/MrY9jSAYIK","['Corona', 'Virus', 'vaccine', 'vaccines', 'COVID19Vaccine', 'COVID19', 'coronavirus', 'تطعيم_كورونا', 'كورونا']",2021-02-26 17:33:56
821,GrenfellNHS,The official Twitter account for Grenfell NHS news.,,160,288,348,0,"@almanaar hosted an online discussion in Arabic on the covid-19 vaccine earlier this month 🙏🏾. Our Fatima El Guenuni was one of the speakers. Full recording is online here:
https://t.co/POrNXSeg5C  Next talk on Wed 3 March, 6pm. See link for more info #COVID19Vaccine #COVID19","['COVID19Vaccine', 'COVID19']",2021-02-26 17:33:46
822,HWBristol,We're here to help make health and social care better for people in #Bristol. RT/Follow ≠ Endorsements,Bristol,2900,3644,7724,0,"Great news. See more information here from our HW volunteer Jemma, who talks about accessibility and the #COVID19Vaccine  https://t.co/cLTNOndxkq https://t.co/GN4XT1cpmy https://t.co/4O7ob3lyfB",['COVID19Vaccine'],2021-02-26 17:33:34
823,davezorn72,"News Director KAFF AM/FM, 93.9 The Mountain, Hits 106 in Flagstaff. Magic 99.1, Arizona Shine 103.9 Prescott 107.9 Flagstaff. NAU Halftime radio host & grad.",N 33°21' 0'' / W 111°52' 0'',722,2021,191763,0,One shot down. #ModernaNation #COVID19Vaccine,"['ModernaNation', 'COVID19Vaccine']",2021-02-26 17:33:10
824,IAmEricKenney,"All tweets my own opinion. 9x @Salesforce Certified, 9x @Trailhead Ranger | Former Geographer | He/They 🏳️‍🌈🌈👬","Salt Lake City, UT",4675,1346,11011,0,Got my gay microchip! #COVID19 #COVID19Vaccine https://t.co/h7wzIPyUZK,"['COVID19', 'COVID19Vaccine']",2021-02-26 17:33:00
825,skepticaltaps,"Tapping on things...
Thinking too much...",United States,311,156,6756,0,Monstar... 😳 *The Ring in Return begins* @Coheed #COVID19Vaccine https://t.co/H0tLhvaSz1,['COVID19Vaccine'],2021-02-26 17:32:54
